序号;文件序号;文件名称;名称;位置;合同号;软件版本;修改日期;匹配;大小;类型;创建日期;最后访问日期;文件扩展名;行;文本
557;2;D:\24.工程设计备份\S山东\2009年度\SZ091102济南玉函变综自\110505服务记录\后台\110505.山东济南110kV玉函变设计更改单.xls;110505.山东济南110kV玉函变设计更改单.xls;D:\24.工程设计备份\S山东\2009年度\SZ091102济南玉函变综自\110505服务记录\后台\;SZ091102;;2016/11/28 15:49;3;56 KB;Microsoft Excel 97-2003 工作表;2017/8/29 3:09;2017/8/29 3:09;XLS;24;原版本号 PRS-700U-标准X-（P1）-V2.30-20101012 新版本号 PRS-700U-标准X-(P2)-V2.30-20110411
344;1;D:\24.工程设计备份\J吉林\2009年度\SZ091133长岭腰井子风电场一期220kV监控\101031服务记录\后台\101031长岭腰井子风电场一期220kV监控设计更改单.xls;101031长岭腰井子风电场一期220kV监控设计更改单.xls;D:\24.工程设计备份\J吉林\2009年度\SZ091133长岭腰井子风电场一期220kV监控\101031服务记录\后台\;SZ091133;;2016/11/28 10:24;3;54 KB;Microsoft Excel 97-2003 工作表;2017/8/29 6:50;2017/8/29 6:50;XLS;19;Unix服务器：PRS-700U-标准X-（P1）-V2.30-20101012
345;2;D:\24.工程设计备份\J吉林\2009年度\SZ091133长岭腰井子风电场一期220kV监控\101031服务记录\后台\101031长岭腰井子风电场一期220kV监控设计更改单.xls;101031长岭腰井子风电场一期220kV监控设计更改单.xls;D:\24.工程设计备份\J吉林\2009年度\SZ091133长岭腰井子风电场一期220kV监控\101031服务记录\后台\;SZ091133;;2016/11/28 10:24;3;54 KB;Microsoft Excel 97-2003 工作表;2017/8/29 6:50;2017/8/29 6:50;XLS;24;原版本号 PRS-700U-标准X(吉林腰井子风电场P4)-S-V2.00-20100316 新版本号 PRS-700U-标准X-（P1）-V2.30-20101012
181;1;D:\24.工程设计备份\H河北\2009年度\SZ091203唐山堡子店变综自\110215服务记录\后台\20110215.唐山堡子店变综自设计更改单.xls;20110215.唐山堡子店变综自设计更改单.xls;D:\24.工程设计备份\H河北\2009年度\SZ091203唐山堡子店变综自\110215服务记录\后台\;SZ091203;;2016/11/25 10:33;2;48 KB;Microsoft Excel 97-2003 工作表;2017/8/28 19:33;2017/8/28 19:33;XLS;16;"Unix服务器：PRS-700U-标准X-(P2)-V2.30-20101125"" 校验码"
182;2;D:\24.工程设计备份\H河北\2009年度\SZ091203唐山堡子店变综自\110215服务记录\后台\20110215.唐山堡子店变综自设计更改单.xls;20110215.唐山堡子店变综自设计更改单.xls;D:\24.工程设计备份\H河北\2009年度\SZ091203唐山堡子店变综自\110215服务记录\后台\;SZ091203;;2016/11/25 10:33;2;48 KB;Microsoft Excel 97-2003 工作表;2017/8/28 19:33;2017/8/28 19:33;XLS;20;原版本号 ISA300+ V3.01.Build20090403.1100（标准程序） 新版本号 PRS-700U-标准X-(P2)-V2.30-20101125
185;1;D:\24.工程设计备份\H河北\2009年度\SZ091203唐山堡子店变综自\110505服务记录\后台\20110505.唐山堡子店变综自设计更改单.xls;20110505.唐山堡子店变综自设计更改单.xls;D:\24.工程设计备份\H河北\2009年度\SZ091203唐山堡子店变综自\110505服务记录\后台\;SZ091203;;2016/11/25 10:33;3;56 KB;Microsoft Excel 97-2003 工作表;2017/8/28 19:33;2017/8/28 19:33;XLS;20;"Unix服务器：PRS-700U-标准X-(P2)-V2.30-20110405"" 校验码"
186;2;D:\24.工程设计备份\H河北\2009年度\SZ091203唐山堡子店变综自\110505服务记录\后台\20110505.唐山堡子店变综自设计更改单.xls;20110505.唐山堡子店变综自设计更改单.xls;D:\24.工程设计备份\H河北\2009年度\SZ091203唐山堡子店变综自\110505服务记录\后台\;SZ091203;;2016/11/25 10:33;3;56 KB;Microsoft Excel 97-2003 工作表;2017/8/28 19:33;2017/8/28 19:33;XLS;24;原版本号 PRS-700U-标准X-(P2)-V2.30-20101125 新版本号 PRS-700U-标准X-(P2)-V2.30-20110405
638;1;D:\24.工程设计备份\S山西\2009年度\SZ091372晋中110kV韩村变110kV综自\121101服务记录\后台\121101山西晋中110kV韩村变监控系统设计更改单.xls;121101山西晋中110kV韩村变监控系统设计更改单.xls;D:\24.工程设计备份\S山西\2009年度\SZ091372晋中110kV韩村变110kV综自\121101服务记录\后台\;SZ091372;;2016/11/28 16:41;2;112 KB;Microsoft Excel 97-2003 工作表;2017/8/28 22:43;2017/8/28 22:43;XLS;26;原版本号 PRS-700U-标准X(山西韩村变P5)-S-V2.00-20100514 新版本号 PRS-700U-标准X(山西晋中韩村变P6)-S-V2.01-121031
424;1;D:\24.工程设计备份\L辽宁\2009年度\SZ091467大连驼山风电场220kV升压站监控\120615服务记录\后台\驼山风电场-设计更改单.xls;驼山风电场-设计更改单.xls;D:\24.工程设计备份\L辽宁\2009年度\SZ091467大连驼山风电场220kV升压站监控\120615服务记录\后台\;SZ091467;;2016/11/28 14:22;2;36 KB;Microsoft Excel 97-2003 工作表;2017/8/29 7:18;2017/8/29 7:18;XLS;24;原版本号 PRS-700U-标准X(大连驼山风电P4)-S-V2.00-120619 新版本号 PRS-700U-标准X(大连驼山风电P5)-S-V2.00-121226
425;1;D:\24.工程设计备份\L辽宁\2009年度\SZ091467大连驼山风电场220kV升压站监控\130222服务记录\后台\工程设计更改单1.xls;工程设计更改单1.xls;D:\24.工程设计备份\L辽宁\2009年度\SZ091467大连驼山风电场220kV升压站监控\130222服务记录\后台\;SZ091467;;2016/11/28 14:22;3;31 KB;Microsoft Excel 97-2003 工作表;2017/8/29 7:20;2017/8/29 7:20;XLS;10;更改装置型号 PRS-700U监控后台 更改类别 工程软件 技术定位 其他
426;2;D:\24.工程设计备份\L辽宁\2009年度\SZ091467大连驼山风电场220kV升压站监控\130222服务记录\后台\工程设计更改单1.xls;工程设计更改单1.xls;D:\24.工程设计备份\L辽宁\2009年度\SZ091467大连驼山风电场220kV升压站监控\130222服务记录\后台\;SZ091467;;2016/11/28 14:22;3;31 KB;Microsoft Excel 97-2003 工作表;2017/8/29 7:20;2017/8/29 7:20;XLS;22;"PRS-700U-标准X(大连驼山风电P4)-S-V2.00-120619"" 新版本号 ""PRS-791A-标准（驼山风电场P6）-M-V3.50-130311"
427;3;D:\24.工程设计备份\L辽宁\2009年度\SZ091467大连驼山风电场220kV升压站监控\130222服务记录\后台\工程设计更改单1.xls;工程设计更改单1.xls;D:\24.工程设计备份\L辽宁\2009年度\SZ091467大连驼山风电场220kV升压站监控\130222服务记录\后台\;SZ091467;;2016/11/28 14:22;3;31 KB;Microsoft Excel 97-2003 工作表;2017/8/29 7:20;2017/8/29 7:20;XLS;23;"PRS-700U-标准X(大连驼山风电P5)-S-V2.00-121226"""
428;1;D:\24.工程设计备份\L辽宁\2009年度\SZ091467大连驼山风电场220kV升压站监控\130311服务记录\通讯\工程设计更改单1.xls;工程设计更改单1.xls;D:\24.工程设计备份\L辽宁\2009年度\SZ091467大连驼山风电场220kV升压站监控\130311服务记录\通讯\;SZ091467;;2016/11/28 14:22;3;31 KB;Microsoft Excel 97-2003 工作表;2017/8/29 7:20;2017/8/29 7:20;XLS;10;更改装置型号 PRS-700U监控后台 更改类别 工程软件 技术定位 其他
429;2;D:\24.工程设计备份\L辽宁\2009年度\SZ091467大连驼山风电场220kV升压站监控\130311服务记录\通讯\工程设计更改单1.xls;工程设计更改单1.xls;D:\24.工程设计备份\L辽宁\2009年度\SZ091467大连驼山风电场220kV升压站监控\130311服务记录\通讯\;SZ091467;;2016/11/28 14:22;3;31 KB;Microsoft Excel 97-2003 工作表;2017/8/29 7:20;2017/8/29 7:20;XLS;22;"PRS-700U-标准X(大连驼山风电P4)-S-V2.00-120619"" 新版本号 ""PRS-791A-标准（驼山风电场P6）-M-V3.50-130311"
430;3;D:\24.工程设计备份\L辽宁\2009年度\SZ091467大连驼山风电场220kV升压站监控\130311服务记录\通讯\工程设计更改单1.xls;工程设计更改单1.xls;D:\24.工程设计备份\L辽宁\2009年度\SZ091467大连驼山风电场220kV升压站监控\130311服务记录\通讯\;SZ091467;;2016/11/28 14:22;3;31 KB;Microsoft Excel 97-2003 工作表;2017/8/29 7:20;2017/8/29 7:20;XLS;23;"PRS-700U-标准X(大连驼山风电P5)-S-V2.00-121226"""
431;1;D:\24.工程设计备份\L辽宁\2009年度\SZ091467大连驼山风电场220kV升压站监控\120615服务记录\通讯\工程设计更改单.xls;工程设计更改单.xls;D:\24.工程设计备份\L辽宁\2009年度\SZ091467大连驼山风电场220kV升压站监控\120615服务记录\通讯\;SZ091467;;2016/11/28 14:22;2;116 KB;Microsoft Excel 97-2003 工作表;2017/8/29 7:19;2017/8/29 7:19;XLS;23;原版本号 PRS-700U-标准X(辽宁驼山风电场P3)-S-V2.00-20091221 PRS-791A-标准(驼山风电场P3)-M-V3.50-101210 新版本号 PRS-700U-标准X(大连驼山风电P4)-S-V2.00-120712 PRS-791A-标准（驼山风电场P4)-M-V3.50-120615
637;1;D:\24.工程设计备份\S山西\2009年度\SZ091478-1朔州220kV右玉变监控系统\00设计软件\xx变通讯及后台工程软件配置单(+).doc;xx变通讯及后台工程软件配置单(+).doc;D:\24.工程设计备份\S山西\2009年度\SZ091478-1朔州220kV右玉变监控系统\00设计软件\;SZ091478;;2016/11/28 16:41;1;55 KB;Microsoft Word 97 - 2003 文档;2017/8/28 22:42;2017/8/28 22:42;DOC;9;版本说明：PRS-700U-标准X(集安变P2)-S-V2.00-20090927
639;1;D:\24.工程设计备份\S山西\2009年度\SZ091478-1朔州220kV右玉变监控系统\101018服务记录\后台\101018.朔州220kV右玉变监控系统设计更改单.xls;101018.朔州220kV右玉变监控系统设计更改单.xls;D:\24.工程设计备份\S山西\2009年度\SZ091478-1朔州220kV右玉变监控系统\101018服务记录\后台\;SZ091478;;2016/11/28 16:41;3;48 KB;Microsoft Excel 97-2003 工作表;2017/8/28 22:42;2017/8/28 22:42;XLS;19;"程序路径： dazx\GC\通讯后台\后台软件\PRS700U后台监控程序\特殊程序\山西\朔州\220kV右玉变\ 后台安装包： PRS-700U-标准X(朔州右玉P6)-S-V2.00-20101018 语音转换工具： 语音转换工具.rar "" 校验码"
640;2;D:\24.工程设计备份\S山西\2009年度\SZ091478-1朔州220kV右玉变监控系统\101018服务记录\后台\101018.朔州220kV右玉变监控系统设计更改单.xls;101018.朔州220kV右玉变监控系统设计更改单.xls;D:\24.工程设计备份\S山西\2009年度\SZ091478-1朔州220kV右玉变监控系统\101018服务记录\后台\;SZ091478;;2016/11/28 16:41;3;48 KB;Microsoft Excel 97-2003 工作表;2017/8/28 22:42;2017/8/28 22:42;XLS;23;原版本号 PRS-700U-标准X(朔州右玉P5)-S-V2.00-20100731 新版本号 PRS-700U-标准X(朔州右玉P6)-S-V2.00-20101018
641;1;D:\24.工程设计备份\S山西\2009年度\SZ091478-1朔州220kV右玉变监控系统\110505服务记录\后台\110505.朔州220kV右玉变监控系统设计更改单.xls;110505.朔州220kV右玉变监控系统设计更改单.xls;D:\24.工程设计备份\S山西\2009年度\SZ091478-1朔州220kV右玉变监控系统\110505服务记录\后台\;SZ091478;;2016/11/28 16:41;3;56 KB;Microsoft Excel 97-2003 工作表;2017/8/28 22:42;2017/8/28 22:42;XLS;17;"程序路径： dazx\GC\通讯后台\后台软件\PRS700U后台监控程序\特殊程序\山西\朔州\220kV右玉变\ 后台安装包： PRS-700U-右玉(P7)-V2.00-20110425 "" 校验码"
642;2;D:\24.工程设计备份\S山西\2009年度\SZ091478-1朔州220kV右玉变监控系统\110505服务记录\后台\110505.朔州220kV右玉变监控系统设计更改单.xls;110505.朔州220kV右玉变监控系统设计更改单.xls;D:\24.工程设计备份\S山西\2009年度\SZ091478-1朔州220kV右玉变监控系统\110505服务记录\后台\;SZ091478;;2016/11/28 16:41;3;56 KB;Microsoft Excel 97-2003 工作表;2017/8/28 22:42;2017/8/28 22:42;XLS;21;原版本号 PRS-700U-标准X(朔州右玉P6)-S-V2.00-20101018 新版本号 PRS-700U-右玉(P7)-V2.00-20110425
643;1;D:\24.工程设计备份\S山西\2009年度\SZ091480-1晋中220kV左权变监控系统\00设计软件\xx变通讯及后台工程软件配置单(+).doc;xx变通讯及后台工程软件配置单(+).doc;D:\24.工程设计备份\S山西\2009年度\SZ091480-1晋中220kV左权变监控系统\00设计软件\;SZ091480;;2016/11/28 16:41;1;55 KB;Microsoft Word 97 - 2003 文档;2017/8/28 22:41;2017/8/28 22:41;DOC;9;版本说明：PRS-700U-标准X(宁夏西夏变P4)-S-V2.00-20091214.zip
644;1;D:\24.工程设计备份\S山西\2009年度\SZ091480-1晋中220kV左权变监控系统\100303服务记录\后台\100527.山西晋中左权变220KV监控设计更改单.xls;100527.山西晋中左权变220KV监控设计更改单.xls;D:\24.工程设计备份\S山西\2009年度\SZ091480-1晋中220kV左权变监控系统\100303服务记录\后台\;SZ091480;;2016/11/28 16:41;3;80 KB;Microsoft Excel 97-2003 工作表;2017/8/28 22:41;2017/8/28 22:41;XLS;16;安装包：PRS-700U-标准X(晋中左权变P3)-S-V2.00-20100527.zip
645;2;D:\24.工程设计备份\S山西\2009年度\SZ091480-1晋中220kV左权变监控系统\100303服务记录\后台\100527.山西晋中左权变220KV监控设计更改单.xls;100527.山西晋中左权变220KV监控设计更改单.xls;D:\24.工程设计备份\S山西\2009年度\SZ091480-1晋中220kV左权变监控系统\100303服务记录\后台\;SZ091480;;2016/11/28 16:41;3;80 KB;Microsoft Excel 97-2003 工作表;2017/8/28 22:41;2017/8/28 22:41;XLS;23;原版本号 PRS-700U-标准X(晋中左权变P2)-S-V2.00-20100303.gz 新版本号 PRS-700U-标准X(晋中左权变P3)-S-V2.00-20100527.zip
646;1;D:\24.工程设计备份\S山西\2009年度\SZ091480-1晋中220kV左权变监控系统\100527服务记录\后台\100527.山西晋中左权变220KV监控设计更改单.xls;100527.山西晋中左权变220KV监控设计更改单.xls;D:\24.工程设计备份\S山西\2009年度\SZ091480-1晋中220kV左权变监控系统\100527服务记录\后台\;SZ091480;;2016/11/28 16:41;3;80 KB;Microsoft Excel 97-2003 工作表;2017/8/28 22:42;2017/8/28 22:42;XLS;16;安装包：PRS-700U-标准X(晋中左权变P3)-S-V2.00-20100527.zip
647;2;D:\24.工程设计备份\S山西\2009年度\SZ091480-1晋中220kV左权变监控系统\100527服务记录\后台\100527.山西晋中左权变220KV监控设计更改单.xls;100527.山西晋中左权变220KV监控设计更改单.xls;D:\24.工程设计备份\S山西\2009年度\SZ091480-1晋中220kV左权变监控系统\100527服务记录\后台\;SZ091480;;2016/11/28 16:41;3;80 KB;Microsoft Excel 97-2003 工作表;2017/8/28 22:42;2017/8/28 22:42;XLS;23;原版本号 PRS-700U-标准X(晋中左权变P2)-S-V2.00-20100303.gz 新版本号 PRS-700U-标准X(晋中左权变P3)-S-V2.00-20100527.zip
648;1;D:\24.工程设计备份\S山西\2009年度\SZ091480-1晋中220kV左权变监控系统\100706服务记录\后台\100706.山西晋中左权变220KV监控设计更改单.xls;100706.山西晋中左权变220KV监控设计更改单.xls;D:\24.工程设计备份\S山西\2009年度\SZ091480-1晋中220kV左权变监控系统\100706服务记录\后台\;SZ091480;;2016/11/28 16:41;3;80 KB;Microsoft Excel 97-2003 工作表;2017/8/28 22:42;2017/8/28 22:42;XLS;16;程序路径：\\dazx\GC\通讯后台\后台软件\PRS700U后台监控程序\特殊程序\山西\朔州\220kV右玉变 安装包：PRS-700U-标准X(朔州右玉P2)-S-V2.00-20091231.rar
649;2;D:\24.工程设计备份\S山西\2009年度\SZ091480-1晋中220kV左权变监控系统\100706服务记录\后台\100706.山西晋中左权变220KV监控设计更改单.xls;100706.山西晋中左权变220KV监控设计更改单.xls;D:\24.工程设计备份\S山西\2009年度\SZ091480-1晋中220kV左权变监控系统\100706服务记录\后台\;SZ091480;;2016/11/28 16:41;3;80 KB;Microsoft Excel 97-2003 工作表;2017/8/28 22:42;2017/8/28 22:42;XLS;22;原版本号 PRS-700U-标准X(晋中左权变P3)-S-V2.00-20100527.zip 新版本号 PRS-700U-标准X(朔州右玉P2)-S-V2.00-20091231.rar
650;1;D:\24.工程设计备份\S山西\2009年度\SZ091480-1晋中220kV左权变监控系统\111026服务记录\后台\111026.山西晋中220kV左权变监控系统设计更改单.xls;111026.山西晋中220kV左权变监控系统设计更改单.xls;D:\24.工程设计备份\S山西\2009年度\SZ091480-1晋中220kV左权变监控系统\111026服务记录\后台\;SZ091480;;2016/11/28 16:41;3;57 KB;Microsoft Excel 97-2003 工作表;2017/8/28 22:41;2017/8/28 22:41;XLS;16;软件包路径： \\dazx\GC\通讯后台\后台软件\PRS700U后台监控程序\地区版本\山西\PRS-700U-标准X(山西)-V2.30-20111026.zip
651;2;D:\24.工程设计备份\S山西\2009年度\SZ091480-1晋中220kV左权变监控系统\111026服务记录\后台\111026.山西晋中220kV左权变监控系统设计更改单.xls;111026.山西晋中220kV左权变监控系统设计更改单.xls;D:\24.工程设计备份\S山西\2009年度\SZ091480-1晋中220kV左权变监控系统\111026服务记录\后台\;SZ091480;;2016/11/28 16:41;3;57 KB;Microsoft Excel 97-2003 工作表;2017/8/28 22:41;2017/8/28 22:41;XLS;22;原版本号 PRS-700U-标准X(朔州右玉P5)-S-V2.00-20100731 新版本号 PRS-700U-标准X(山西)-V2.30-20111026
362;1;D:\24.工程设计备份\J江苏\2009年度\SZ091545-1徐州220kV易城变监控系统\00设计软件\xx变通讯及后台工程软件配置单(+).doc;xx变通讯及后台工程软件配置单(+).doc;D:\24.工程设计备份\J江苏\2009年度\SZ091545-1徐州220kV易城变监控系统\00设计软件\;SZ091545;;2016/11/28 10:52;1;51 KB;Microsoft Word 97 - 2003 文档;2017/8/28 20:43;2017/8/28 20:43;DOC;9;版本说明： PRS-700U-标准X(陇南临江变P1)-S-V2.10-20100401.zip
363;1;D:\24.工程设计备份\J江苏\2009年度\SZ091545-1徐州220kV易城变监控系统\120617服务记录\后台\120617江苏徐州220kV易城变 工程设计更改单.xls;120617江苏徐州220kV易城变 工程设计更改单.xls;D:\24.工程设计备份\J江苏\2009年度\SZ091545-1徐州220kV易城变监控系统\120617服务记录\后台\;SZ091545;;2016/11/28 10:52;2;113 KB;Microsoft Excel 97-2003 工作表;2017/8/28 20:43;2017/8/28 20:43;XLS;28;"后台：PRS-700U-标准X-S-V3.00-120528.zip"" 校验码"
364;2;D:\24.工程设计备份\J江苏\2009年度\SZ091545-1徐州220kV易城变监控系统\120617服务记录\后台\120617江苏徐州220kV易城变 工程设计更改单.xls;120617江苏徐州220kV易城变 工程设计更改单.xls;D:\24.工程设计备份\J江苏\2009年度\SZ091545-1徐州220kV易城变监控系统\120617服务记录\后台\;SZ091545;;2016/11/28 10:52;2;113 KB;Microsoft Excel 97-2003 工作表;2017/8/28 20:43;2017/8/28 20:43;XLS;33;"后台：PRS-700U-标准X-S-V3.00-120528"""
365;1;D:\24.工程设计备份\J江苏\2009年度\SZ091545-2徐州220kV汪塘变监控系统\00设计软件\xx变通讯及后台工程软件配置单(+).doc;xx变通讯及后台工程软件配置单(+).doc;D:\24.工程设计备份\J江苏\2009年度\SZ091545-2徐州220kV汪塘变监控系统\00设计软件\;SZ091545;;2016/11/28 10:52;1;51 KB;Microsoft Word 97 - 2003 文档;2017/8/28 20:45;2017/8/28 20:45;DOC;9;版本说明： PRS-700U-标准X(陇南临江变P1)-S-V2.10-20100401.zip
366;1;D:\24.工程设计备份\J江苏\2009年度\SZ091545-3常州220kV勤丰变监控\00设计软件\xx变通讯及后台工程软件配置单(+).doc;xx变通讯及后台工程软件配置单(+).doc;D:\24.工程设计备份\J江苏\2009年度\SZ091545-3常州220kV勤丰变监控\00设计软件\;SZ091545;;2016/11/28 10:52;1;50 KB;Microsoft Word 97 - 2003 文档;2017/8/28 20:41;2017/8/28 20:41;DOC;9;版本说明：PRS-700U-标准X(集安变P2)-S-V2.00-20090927
